bookId,title,series,author,genres,characters,pages,publisher,firstPublishDate,awards
58696.David_Copperfield,David Copperfield,nan,Charles Dickens,"['Classics', 'Fiction', 'Literature', 'Historical Fiction', 'Novels', '19th Century', 'British Literature', 'Classic Literature', 'Victorian', 'Audiobook']","['Richard Babley', 'Mr. Barkis', 'Mr. Chillip', 'David Copperfield', 'Mr. Creakle', 'The Rev. Horace Crewler', 'Uriah Heep', 'Mr. Joram', 'Mr. Jorkens', 'Littimer', 'Jack Maldon', 'Mr. Charles Mell', 'Mr. Wilkins  Micawber', 'Master Wilkins Micawber', 'Mr. Mills', 'Mr. Edward Murdstone', 'Mr. Omer', 'Daniel Peggotty', 'Ham Peggotty', 'Mr. Quinion', 'Mr. Francis Spenlow', 'James Steerforth', 'Dr. Strong', 'Mr. Tiffey', 'Thomas Traddles', 'Mr. Wickfield', 'Mrs. Clara Copperfield', 'Mrs. Creakle', 'Miss Creakle', 'Mrs. Crewler', 'Mrs. Crupp', 'Rosa Dartle', 'Little Emily', 'Martha Endell', 'Mrs. Gummidge', 'Mrs. Heep', 'Mrs. Marckleham', 'Mrs. Emma Micawber', 'Miss Emma Micawber', 'Miss Julia Mills', 'Miss Mowcher', 'Miss Jane Murdstone', 'Minnie Omer', 'Clara Peggotty', 'Miss Clarissa Spenlow', 'Miss Dora Spenlow', 'Miss Lavina Spenlow', 'Mrs. Steerforth', 'Mrs. Annie Strong', 'Miss Betsey Trotwood', 'Agnes Wickfield', 'Miss Lavinia', ""Little Em'ly"", 'Mr. Spenlow', 'Miss Dartle', 'Doady', 'Anne Strong', 'Sophy Crewler']",882,Penguin,10/28/50,['Audie Award Nominee for Fiction of Nonfiction Licenses or Distributed for Martin Jarvis (2003)']
6350972-tote-m-dchen-l-gen-nicht,Tote Mädchen lügen nicht,nan,Jay Asher,"['Young Adult', 'Contemporary', 'Fiction', 'Realistic Fiction', 'Mystery', 'Mental Health', 'Teen', 'Audiobook', 'Romance', 'High School']","['Clay Jensen', 'Hannah Baker', 'Bryce Walker', 'Jessica Davis', 'Justin Foley', 'Tyler Down', 'Courtney Crimsen', 'Alex Standall', 'Mr. Porter', 'Marcus Cooley', 'Zach Dempsey', 'Ryan Shaver', 'Jenny Kurtz']",288,cbt,10/18/07,"['Georgia Peach Book Award Nominee for Honor book (2009)', 'California Book Award for Young Adult (Silver) (2007)', 'South Carolina Book Award for Young Adult Book (2010)', 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2010)', 'Lincoln Award (2013)', 'Missouri Gateway Readers Award (2010)', 'Oklahoma Sequoyah Award for High School (2010)', 'Premi Protagonista Jove for Categoria 13-14 anys (2011)']"
37442.Wicked,Wicked: The Life and Times of the Wicked Witch of the West,The Wicked Years,Gregory Maguire,"['Fantasy', 'Fiction', 'Adult', 'Science Fiction Fantasy', 'Retellings', 'Adult Fiction', 'Magic', 'Witches', 'Fairy Tales', 'Classics']","['Elphaba Thropp', 'Liir', 'Glinda Upland', 'Galinda Upland', 'Madam Morrible', 'Nessarose Thropp', 'Fiyero Tigelaar', 'The Wizard of Oz']",406,William Morrow Paperbacks,09/29/95,['Tähtifantasia Award Nominee (2009)']
4588.Extremely_Loud_Incredibly_Close,Extremely Loud & Incredibly Close,nan,Jonathan Safran Foer,"['Fiction', 'Contemporary', 'Historical Fiction', 'Novels', 'Adult Fiction', 'Adult', 'Literary Fiction', 'Literature', 'New York', 'Young Adult']",['Oskar Schell'],326,Mariner Books,04/04/05,"['Prix des libraires du Québec for Lauréats hors Québec (2007)', 'Luisterboek Award (2009)', 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)']"
18116.His_Dark_Materials,His Dark Materials,His Dark Materials-3,Philip Pullman,"['Fantasy', 'Young Adult', 'Fiction', 'Childrens', 'Science Fiction Fantasy', 'Science Fiction', 'Adventure', 'Classics', 'Steampunk', 'Magic']","['Lyra Belacqua', 'Will Parry', 'Mary Malone', 'Pantalaimon', 'Lord Asriel', 'Iorek Byrnison', 'Iofur Raknison', 'Marisa Coulter', 'Lee Scoresby', 'Roger Parslow', 'Stanislaus Grumman', 'Serafina Pekkala']",1088,Laurel Leaf Library,11/28/00,['Literaturpreis der Jury der jungen Leser for Kinderbuch (2002)']
37470.The_Other_Boleyn_Girl,The Other Boleyn Girl,The Plantagenet and Tudor Novels,Philippa Gregory,"['Historical Fiction', 'Fiction', 'Historical', 'Romance', 'Adult', 'British Literature', 'Historical Romance', 'Tudor Period', 'Chick Lit', 'Adult Fiction']","['Anne Boleyn', 'Catherine of Aragon', 'Jane Seymour', 'Mary Boleyn', 'Mary Tudor, Queen of France', 'Henry VIII of England', 'Elizabeth I of England', 'Mary I of England']",661,Washington Square Press,04/21/01,"[""Romantic Novel of the Year (RoNa's) Award (2002)"", 'Goodreads Choice Award Nominee for Fiction (2009)']"
375013.Schindler_s_List,Schindler's List,nan,Thomas Keneally,"['History', 'Nonfiction', 'Classics', 'Holocaust', 'War', 'Historical', 'World War II', 'Biography', 'Literature', 'Media Tie In']","['Oskar Schindler', 'Amon Leopold Göth']",429,Sceptre,10/18/82,"['Booker Prize (1982)', 'Los Angeles Times Book Prize for Fiction (1983)']"
39999.The_Boy_in_the_Striped_Pajamas,The Boy in the Striped Pajamas,nan,John Boyne,"['Historical Fiction', 'Fiction', 'Young Adult', 'Historical', 'Holocaust', 'War', 'Classics', 'World War II', 'School', 'Childrens']",['Bruno Wisitzki'],240,David Fickling Books,01/05/06,"[""Pacific Northwest Library Association Young Reader's Choice Award for Intermediate (2009)"", 'Deutscher Jugendliteraturpreis Nominee for Preis der Jugendjury (2008)', ""Bord Gáis Energy Irish Book Award for John Murray Show Listeners' Choice Award (2007)"", 'LovelyBooks Leserpreis Nominee for Allgemeine Literatur (2009)', 'Premi Protagonista Jove for Categoria 15-16 anys (2008)']"
40604658-jurassic-park,Jurassic Park,Jurassic Park,Michael Crichton,"['Science Fiction', 'Fiction', 'Thriller', 'Adventure', 'Fantasy', 'Horror', 'Classics', 'Science Fiction Fantasy', 'Dinosaurs', 'Suspense']","['John Hammond', 'Ian Malcolm', 'Alan Grant', 'Ellie Sattler', 'Tim Murphy']",466,Ballantine Books,11/07/90,"['Audie Award for Science Fiction (2016)', 'Books I Loved Best Yearly (BILBY) Awards for Secondary (1996)', 'South Carolina Book Award for Young Adult Book (1994)', 'Colorado Blue Spruce Young Adult Book Award (1993)', ""Nevada Young Readers' Award for Young Adult Category  (1993)"", 'Evergreen Teen Book Award Nominee (1993)', 'Soaring Eagle Book Award (1995)', 'Iowa Teen Award (1995)']"
7332.The_Silmarillion,The Silmarillion,Middle-earth Universe,J.R.R. Tolkien,"['Fantasy', 'Fiction', 'Classics', 'High Fantasy', 'Science Fiction Fantasy', 'Epic Fantasy', 'Mythology', 'Literature', 'Novels', 'Adventure']","['Gandalf', 'Saruman', 'Elrond Half-elven', 'Galadriel', 'Finwë', 'Fingolfin', 'Celebrian', 'Bregor', 'Beren', 'Túrin Turambar', 'Húrin Thalion', 'Niënor', 'Glaurung', 'Fëanor', 'Tuor', 'Lúthien', 'Morgoth']",386,Houghton Mifflin Company,09/15/77,"['Locus Award for Best Fantasy Novel (1978)', 'Ditmar Award for Best International Long Fiction (1978)', 'Gandalf Award (1978)']"
6149.Beloved,Beloved,nan,Toni Morrison,"['Fiction', 'Classics', 'Historical Fiction', 'Magical Realism', 'Literature', 'African American', 'Historical', 'Novels', 'School', 'Literary Fiction']","['Baby Suggs', 'Sethe', 'Beloved', 'Paul D', 'Denver', 'Stamp Paid', 'Sixo', 'Halle', 'Schoolteacher']",324,Vintage,09/16/87,"['Pulitzer Prize for Fiction (1988)', 'American Book Award (1988)', 'Anisfield-Wolf Book Award (1988)', 'National Book Critics Circle Award Nominee for Fiction (1987)', 'Frederic G. Melcher Book Award (1988)', 'National Book Award Finalist for Fiction (1987)']"
17690.The_Trial,The Trial,nan,Franz Kafka,"['Classics', 'Fiction', 'Literature', 'Philosophy', 'German Literature', 'Novels', 'Dystopia', '20th Century', 'Czech Literature', 'Literary Fiction']","['Josef K', 'Fräulein Elsa', 'Fräulein Bürstner', 'Karl K.', 'Herr Huld', 'Rudi Block', 'Frau Grubach', 'Leni', 'Titorelli', 'Franz', 'Willem', 'Albert K.', 'Erna K.']",255,Vintage,10/28/25,"[""Helen and Kurt Wolff Translator's Prize Nominee for Breon Mitchell (1999)""]"
310612.A_Confederacy_of_Dunces,A Confederacy of Dunces,nan,John Kennedy Toole,"['Fiction', 'Classics', 'Humor', 'Literature', 'Comedy', 'Novels', 'American', 'Literary Fiction', 'Audiobook', 'Contemporary']","['Ignatius Jacques Reilly', 'Myrna Minkoff', 'Irene Reilly', 'Santa Battaglia', 'Angelo Mancuso', 'Lana Lee', 'Burma Jones']",394,Grove Press,05/01/80,"['Pulitzer Prize for Fiction (1981)', 'PEN/Faulkner Award for Fiction Nominee (1981)', 'Los Angeles Times Book Prize Nominee for Fiction (1980)']"
144974.The_Velveteen_Rabbit,The Velveteen Rabbit,nan,Margery Williams Bianco,"['Childrens', 'Classics', 'Fiction', 'Picture Books', 'Fantasy', 'Animals', 'Young Adult', 'Juvenile', 'Kids', 'Short Stories']",[],40,Avon,10/28/22,['Lewis Carroll Shelf Award (1971)']
7896527-throne-of-glass,Throne of Glass,Throne of Glass,Sarah J. Maas,"['Fantasy', 'Young Adult', 'Romance', 'Fiction', 'Magic', 'Young Adult Fantasy', 'High Fantasy', 'New Adult', 'Adventure', 'Paranormal']","['Celaena Sardothien', 'Chaol Westfall', 'Prince Dorian Havilliard', 'Princess Nehemia Ytger', 'Kaltain Rompier']",406,Bloomsbury USA Children's,08/02/12,"['Lincoln Award Nominee (2015)', 'North Carolina Young Adult Book Award for High School (2015)', 'Goodreads Choice Award Nominee for Young Adult Fantasy & Science Fiction (2012)']"
17250.The_Crucible,The Crucible,nan,Arthur Miller,"['Classics', 'Plays', 'Fiction', 'Historical Fiction', 'Drama', 'School', 'Read For School', 'Historical', 'High School', 'Literature']","['Rev. Parris', 'Tituba', 'Abigail Williams', 'John Proctor', 'Elizabeth Proctor', 'Giles Corey', 'Rebecca Towne Nurse', 'Mary Warren', 'Deputy Governor Danforth']",143,Penguin Books,10/28/53,"[""New York Drama Critics' Circle Award Nominee for Best American Play (1953)""]"
135479.Cat_s_Cradle,Cat's Cradle,nan,Kurt Vonnegut Jr.,"['Fiction', 'Classics', 'Science Fiction', 'Humor', 'Literature', 'Novels', 'Dystopia', 'American', 'Fantasy', '20th Century']","['Bokonon', 'Angela Hoenikker', 'Emily Hoenikker', 'Frank Hoenikker', 'Newt Hoenikker', '""Papa"" Monzano', 'Mona Aamons Monzano', 'John   --']",179,Penguin,10/28/63,['Hugo Award Nominee for Best Novel (1964)']
5659.The_Wind_in_the_Willows,The Wind in the Willows,nan,Kenneth Grahame,"['Classics', 'Fiction', 'Childrens', 'Fantasy', 'Animals', 'Young Adult', 'Adventure', 'Literature', 'Middle Grade', 'Audiobook']","['Badger', 'Otter', 'Mole', 'Rat', 'Toad']",197,Penguin Books,10/28/08,"['Lewis Carroll Shelf Award (1958)', 'Australian Book Industry Award (ABIA) Nominee for Older Children (ages 8-14) (2008)']"
2865.Girl_with_a_Pearl_Earring,Girl with a Pearl Earring,nan,Tracy Chevalier,"['Historical Fiction', 'Fiction', 'Historical', 'Classics', 'Art', 'Romance', 'Adult Fiction', 'Adult', 'Novels', 'Literature']","['Johannes Vermeer', 'Griet', 'Pieter van Ruijven', 'Catharina Bolnes', 'Maria Thins', 'Tanneke', 'Pieter (Girl with a pearl earring)', 'Antonie van Leeuwenhoek']",233,Plume/Penguin,10/28/99,"['Orange Prize Nominee for Fiction Longlist (2000)', 'ALA Alex Award (2001)', 'Lincoln Award Nominee (2006)', 'Premi Llibreter de narrativa Nominee (2001)']"
30118.A_Light_in_the_Attic,A Light in the Attic,nan,Shel Silverstein,"['Poetry', 'Childrens', 'Classics', 'Fiction', 'Humor', 'Young Adult', 'Picture Books', 'Juvenile', 'Middle Grade', 'Banned Books']",[],176,Harpercollins Childrens Books,10/07/81,"[""George C. Stone Center for Children's Books Recognition of Merit Award (1984)"", 'Magnesia Litera for Translation (Litera za překladovou knihu) (2015)', 'Garden State Book Award', 'Vlag en Wimpel Griffeljury (1985)', ""William Allen White Children's Book Award (1984)""]"
23807.The_Silence_of_the_Lambs,The Silence of the Lambs,Hannibal Lecter,Thomas Harris,"['Horror', 'Fiction', 'Thriller', 'Mystery', 'Crime', 'Suspense', 'Mystery Thriller', 'Classics', 'Novels', 'Drama']","['Jack Crawford', 'Hannibal Lecter', 'Clarice Starling']",421,Arrow Books,10/28/88,"['Bram Stoker Award for Best Novel (1988)', 'World Fantasy Award Nominee for Best Novel (1989)', 'Anthony Award for Best Novel (1989)', 'Grand Prix de Littérature Policière for Romans étrangers (1991)', 'このミステリーがすごい！ for Best Translated Mystery Novel of the Year in Japan (1989)']"
5203.She_s_Come_Undone,She's Come Undone,nan,Wally Lamb,"['Fiction', 'Contemporary', 'Chick Lit', 'Adult Fiction', 'Novels', 'Coming Of Age', 'Adult', 'Literary Fiction', 'Drama', 'Mental Illness']",[],465,Pocket,08/24/92,['Los Angeles Times Book Prize']
24337.Ella_Enchanted,Ella Enchanted,Ella Enchanted,Gail Carson Levine,"['Fantasy', 'Young Adult', 'Fiction', 'Romance', 'Fairy Tales', 'Childrens', 'Middle Grade', 'Retellings', 'Magic', 'Adventure']","['Ella Varner', 'Lucinda', 'Mandy', 'Prince Charmont', 'Areida', 'Hattie', 'Olive Abroholos Elephanta']",232,Scholastic Books,04/25/97,"['Newbery Medal Nominee (1998)', ""Mythopoeic Fantasy Award Nominee for Children's Literature (1999)"", 'Grand Canyon Reader Award for Teen Book (1999)', 'Maryland Black-Eyed Susan Book Award for Grade 6-9 (2000)', ""Dorothy Canfield Fisher Children's Book Award (1999)"", 'Iowa Teen Award (2000)', 'California Young Readers Medal for Middle School/Junior High (2000)', ""Rebecca Caudill Young Readers' Book Award (2000)""]"
11275.The_Wind_Up_Bird_Chronicle,The Wind-Up Bird Chronicle,ねじまき鳥クロニクル-3,Haruki Murakami,"['Fiction', 'Magical Realism', 'Japan', 'Japanese Literature', 'Fantasy', 'Contemporary', 'Literature', 'Novels', 'Mystery', 'Asia']","['Toru Okada', 'Kumiko Okada', 'Noboru Wataya', 'Malta Kano', 'May Kasahara', 'Creta Kano', 'Tokutaro Mamiya', 'Nutmeg Akasaka', 'Cinnamon Akasaka', 'Boris Gromov', 'Ushikawa']",607,Knopf,04/12/94,"['Japan-U.S. Friendship Commission Prize for the Translation of Japanese Literature (1999)', 'Yomiuri Prize 読売文学賞 for Fiction (1995)', 'International Dublin Literary Award Nominee for Shortlist (1999)']"
40495148-blindness,Blindness,Blindness,José Saramago,"['Fiction', 'Dystopia', 'Science Fiction', 'Classics', 'Novels', 'Literature', 'Portugal', 'Horror', 'Portuguese Literature', 'Contemporary']","['The doctor (Blindness)', ""The doctor's wife"", 'The girl with the dark glasses', 'The first blind man', ""The first blind man's wife"", 'The boy with the squint', 'The old man with the black eye patch', 'The car thief']",349,Mariner Books,10/28/95,"['Premio San Clemente for Novela Estranxeira (1999)', 'International Dublin Literary Award Nominee (1999)']"
